SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,school_name_clean,school_name_strict_clean,district_name_clean,zip5,phone_clean,street_address_clean,school_irn,county_name,region,region_id,anchor_county,school_level,school_type,is_regular_or_cte,latitude,longitude,coordinate_match_method,county_latitude,county_longitude,approx_longitude,approx_latitude,location_method,building_irn,school_name_clean_high_need,district_name_clean_high_need,Building Name,LEA Name,Federal ESEA Identification ,students_served,high_need,match_method,match_score
2024-2025,39,OHIO,OH,New London Elementary School,New London Local,1,,OH-047720,3904772,OH-047720-026815,390477202954,3902954,1 Wildcat Dr,,,New London,OH,44851,9262.0,1 Wildcat Dr,,,New London,OH,44851,9262.0,(419)929-8117,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,new london,new london elementary school,new london local,44851,4199298117,1 wildcat dr,026815,Huron,,,,Elementary,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.60099247400323,41.15935030650433,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,New London High School,New London Local,1,,OH-047720,3904772,OH-047720-026823,390477202955,3902955,1 Wildcat Dr,,,New London,OH,44851,9262.0,1 Wildcat Dr,,,New London,OH,44851,9262.0,(419)929-1586,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,new london,new london high school,new london local,44851,4199291586,1 wildcat dr,026823,Huron,,,,High,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.62657805958882,41.17664760380163,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,New London Middle School,New London Local,1,,OH-047720,3904772,OH-047720-142281,390477204621,3904621,1 Wildcat Dr,,,New London,OH,44851,9262.0,1 Wildcat Dr,,,New London,OH,44851,9262.0,(419)929-5409,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,new london,new london middle school,new london local,44851,4199295409,1 wildcat dr,142281,Huron,,,,Middle,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.56819968121044,41.14613709329112,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South Central High School,South Central Local,1,,OH-047738,3904773,OH-047738-034918,390477302956,3902956,3305 Greenwich Angling Rd,,,Greenwich,OH,44837,9443.0,3305 Greenwich Angling Rd,,,Greenwich,OH,44837,9443.0,(419)752-3354,http://www.south-central.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,south central,south central high school,south central local,44837,4197523354,3305 greenwich angling rd,034918,Huron,,,,High,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.61648796949873,41.140291247445276,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South Central Elementary School,South Central Local,1,,OH-047738,3904773,OH-047738-011023,390477302958,3902958,3291 Greenwich Angling Rd,,,Greenwich,OH,44837,9443.0,3291 Greenwich Angling Rd,,,Greenwich,OH,44837,9443.0,(419)752-5021,http://www.south-central.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,south central,south central elementary school,south central local,44837,4197525021,3291 greenwich angling rd,011023,Huron,,,,Elementary,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.61588736889813,41.17816912532315,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South Central Junior High School,South Central Local,1,,OH-047738,3904773,OH-047738-011462,390477305546,3905546,3291 Greenwich Angling Rd,,,Greenwich,OH,44837,9443.0,3291 Greenwich Angling Rd,,,Greenwich,OH,44837,9443.0,(419)752-0011,http://www.south-central.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,south central junior,south central junior high school,south central local,44837,4197520011,3291 greenwich angling rd,011462,Huron,,,,Middle,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.57780929082006,41.12883979599382,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Western Reserve High School,Western Reserve Local,1,,OH-047746,3904774,OH-047746-042341,390477402961,3902961,3841 State Route 20,,,Collins,OH,44826,9513.0,3841 State Route 20,,,Collins,OH,44826,9513.0,(419)668-8470,http://www.western-reserve.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported,western reserve,western reserve high school,western reserve local,44826,4196688470,3841 state route 20,042341,Huron,,,,High,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.63726875027952,41.11554650270053,county_centroid_jitter,037424,,,Western Reserve Middle School,Western Reserve Local,Warning (ATSI),40.0,True,exact_unique_name,100
2024-2025,39,OHIO,OH,Western Reserve Middle School,Western Reserve Local,1,,OH-047746,3904774,OH-047746-037424,390477402962,3902962,3841 State Route 20,,,Collins,OH,44826,9513.0,3841 State Route 20,,,Collins,OH,44826,9513.0,(419)668-8470,http://www.western-reserve.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,western reserve,western reserve middle school,western reserve local,44826,4196688470,3841 state route 20,037424,Huron,,,,Middle,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.55774923076,41.151342298496324,county_centroid_jitter,037424,western reserve,western reserve local,Western Reserve Middle School,Western Reserve Local,Warning (ATSI),40.0,True,exact_irn,
2024-2025,39,OHIO,OH,Western Reserve Elementary School,Western Reserve Local,1,,OH-047746,3904774,OH-047746-146217,390477404622,3904622,3851 US Hwy 20,,,Collins,OH,44826,,3851 US Hwy 20,,,Collins,OH,44826,,(419)660-9824,http://www.western-reserve.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,western reserve,western reserve elementary school,western reserve local,44826,4196609824,3851 us hwy 20,146217,Huron,,,,Elementary,Regular School,True,,,unmatched,41.14625721341124,-82.5980495310603,-82.55582730883808,41.13949044664447,county_centroid_jitter,037424,,,Western Reserve Middle School,Western Reserve Local,Warning (ATSI),40.0,True,exact_unique_name,100
2024-2025,39,OHIO,OH,Oak Hill Middle/High School,Oak Hill Union Local,1,,OH-047761,3904776,OH-047761-000119,390477604623,3904623,5063 State Route 93,,,Oak Hill,OH,45656,9408.0,5063 State Route 93,,,Oak Hill,OH,45656,9408.0,(740)682-7055,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,oak hill middle,oak hill middle high school,oak hill union local,45656,7406827055,5063 state route 93,000119,Jackson,Group 4 - Southern Corridor,4.0,Jackson,High,Regular School,True,38.8814,-82.5652,supplement_name_county,39.019558166719754,-82.61834744222548,-82.6342633581414,39.042260869422456,exact_or_supplemented_coordinates,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Oak Hill Elementary,Oak Hill Union Local,1,,OH-047761,3904776,OH-047761-000124,390477604624,3904624,401 Evans St,,,Oak Hill,OH,45656,1131.0,401 Evans St,,,Oak Hill,OH,45656,1131.0,(740)682-7096,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,oak hill elementary,oak hill elementary,oak hill union local,45656,7406827096,401 evans st,000124,Jackson,Group 4 - Southern Corridor,4.0,Jackson,Elementary,Regular School,True,38.9,-82.5709,supplement_name_county,39.019558166719754,-82.61834744222548,-82.63930840318645,39.00534395250554,exact_or_supplemented_coordinates,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Buckeye West Elementary School,Buckeye Local,1,,OH-047787,3904778,OH-047787-000190,390477802969,3902969,243 N Mill St,,,Adena,OH,43901,7992.0,243 N Mill St,,,Adena,OH,43901,7992.0,(740)546-3413,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,buckeye west,buckeye west elementary school,buckeye local,43901,7405463413,243 n mill st,000190,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.79852951884689,40.41209833478687,county_centroid_jitter,,,,,,,0.0,False,unmatched,64.0
2024-2025,39,OHIO,OH,Buckeye North Elementary School,Buckeye Local,1,,OH-047787,3904778,OH-047787-003590,390477802970,3902970,1004 3rd St,,,Brilliant,OH,43913,1058.0,1004 3rd St,,,Brilliant,OH,43913,1058.0,(740)598-4589,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,buckeye north,buckeye north elementary school,buckeye local,43913,7405984589,1004 3rd st,003590,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.76117216148954,40.42154778423632,county_centroid_jitter,,,,,,,0.0,False,unmatched,69.23076923076923
2024-2025,39,OHIO,OH,Buckeye Local Junior High,Buckeye Local,1,,OH-047787,3904778,OH-047787-039214,390477802972,3902972,10692 State Highway 150,,,Rayland,OH,43943,7847.0,10692 State Highway 150,,,Rayland,OH,43943,7847.0,(740)859-2196,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,buckeye local junior high,buckeye local junior high,buckeye local,43943,7408592196,10692 state highway 150,039214,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Middle,Regular School,True,40.1745,-80.6838,supplement_phone_county,40.3848310675196,-80.76099198130936,-80.8039349242523,40.41738362007215,exact_or_supplemented_coordinates,,,,,,,0.0,False,unmatched,68.42105263157895
2024-2025,39,OHIO,OH,Buckeye South Elementary School,Buckeye Local,1,,OH-047787,3904778,OH-047787-042515,390477802981,3902981,100 Walden Ave,,,Tiltonsville,OH,43963,1017.0,100 Walden Ave,,,Tiltonsville,OH,43963,1017.0,(740)859-2800,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,buckeye south,buckeye south elementary school,buckeye local,43963,7408592800,100 walden ave,042515,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.74615714647453,40.34979603248456,county_centroid_jitter,,,,,,,0.0,False,unmatched,69.23076923076923
2024-2025,39,OHIO,OH,Buckeye Local High School,Buckeye Local,1,,OH-047787,3904778,OH-047787-111138,390477804400,3904400,10692 State Route 150,,,Rayland,OH,43943,7847.0,10692 State Route 150,,,Rayland,OH,43943,7847.0,(740)859-2196,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,buckeye local,buckeye local high school,buckeye local,43943,7408592196,10692 state route 150,111138,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,High,Regular School,True,40.1745,-80.6838,supplement_name_county,40.3848310675196,-80.76099198130936,-80.71576675608414,40.39712335981189,exact_or_supplemented_coordinates,111138,buckeye local,buckeye local,Buckeye Local High School,Buckeye Local ,Warning (ATSI),361.0,True,exact_irn,
2024-2025,39,OHIO,OH,Edison High School,Edison Local,1,,OH-047795,3904779,OH-047795-018218,390477902988,3902988,9890 State Route 152,,,Richmond,OH,43944,7826.0,9890 State Route 152,,,Richmond,OH,43944,7826.0,(740)765-4313,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,edison,edison high school,edison local,43944,7407654313,9890 state route 152,018218,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,High,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.78687786719524,40.37069693338547,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,John E Gregg Elementary School,Edison Local,1,,OH-047795,3904779,OH-047795-018374,390477902989,3902989,212 County Road 75a,,,Bergholz,OH,43908,7989.0,212 County Road 75a,,,Bergholz,OH,43908,7989.0,(740)282-1469,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,john e gregg,john e gregg elementary school,edison local,43908,7402821469,212 county road 75a,018374,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.70279378311116,40.35692315961169,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Edison Jr. High School,Edison Local,1,,OH-047795,3904779,OH-047795-035493,390477902993,3902993,9890 State Route 152,,,Richmond,OH,43944,7826.0,9890 State Route 152,,,Richmond,OH,43944,7826.0,(740)765-4313,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,edison jr,edison jr high school,edison local,43944,7407654313,9890 state route 152,035493,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Middle,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.79156255187993,40.39448071716925,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Stanton Elementary School,Edison Local,1,,OH-047795,3904779,OH-047795-035790,390477902994,3902994,14890 State Route 213,,,Hammondsville,OH,43930,7902.0,14890 State Route 213,,,Hammondsville,OH,43930,7902.0,(740)282-0065,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,stanton,stanton elementary school,edison local,43930,7402820065,14890 state route 213,035790,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.73955053986792,40.35460083728937,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Hills Elementary School,Indian Creek Local,1,,OH-047803,3904780,OH-047803-016337,390478002999,3902999,2281 Wilson Ave,,,Mingo Junction,OH,43938,2507.0,2281 Wilson Ave,,,Mingo Junction,OH,43938,2507.0,(740)283-2479,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported,hills,hills elementary school,indian creek local,43938,7402832479,2281 wilson ave,016337,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.8194304197478,40.37277901546755,county_centroid_jitter,,,,,,,0.0,False,unmatched,6.25
2024-2025,39,OHIO,OH,Indian Creek Middle School Grades 7 & 8,Indian Creek Local,1,,OH-047803,3904780,OH-047803-025098,390478003000,3903000,2379 Wilson Ave.,,,Mingo Junction,OH,43938,,2379 Wilson Ave.,,,Mingo Junction,OH,43938,,(740)282-0834,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported,indian creek grades 7 and 8,indian creek middle school grades 7 and 8,indian creek local,43938,7402820834,2379 wilson ave,025098,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Middle,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.78171270203008,40.36124748393602,county_centroid_jitter,025098,indian creek grades 7 and 8,indian creek local,Indian Creek Middle School Grades 7 & 8,Indian Creek Local,Warning (ATSI),250.0,True,exact_irn,
2024-2025,39,OHIO,OH,Cross Creek Elementary,Indian Creek Local,1,,OH-047803,3904780,OH-047803-041830,390478003003,3903003,587 Bantam Ridge Rd,,,Wintersville,OH,43953,3943.0,587 Bantam Ridge Rd,,,Wintersville,OH,43953,3943.0,(740)264-1691,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported,cross creek elementary,cross creek elementary,indian creek local,43953,7402641691,587 bantam ridge rd,041830,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Elementary,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.80525624557363,40.391918154606685,county_centroid_jitter,,,,,,,0.0,False,unmatched,44.89795918367348
2024-2025,39,OHIO,OH,Indian Creek High School,Indian Creek Local,1,,OH-047803,3904780,OH-047803-041848,390478003004,3903004,200 Park Dr,,,Wintersville,OH,43953,3944.0,200 Park Dr,,,Wintersville,OH,43953,3944.0,(740)264-1163,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,indian creek,indian creek high school,indian creek local,43953,7402641163,200 park dr,041848,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,High,Regular School,True,40.3762,-80.7055,supplement_name_county,40.3848310675196,-80.76099198130936,-80.71852951884689,40.367653890342424,exact_or_supplemented_coordinates,,,,,,,0.0,False,unmatched,61.53846153846154
2024-2025,39,OHIO,OH,Indian Creek Middle School Grades 5 & 6,Indian Creek Local,1,,OH-047803,3904780,OH-047803-014089,390478005768,3905768,2379 Wilson Ave,,,Mingo Junction,OH,43938,2508.0,2379 Wilson Ave,,,Mingo Junction,OH,43938,2508.0,(740)264-3502,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported,indian creek grades 5 and 6,indian creek middle school grades 5 and 6,indian creek local,43938,7402643502,2379 wilson ave,014089,Jefferson,Group 5 - Eastern Edge,5.0,Guernsey,Middle,Regular School,True,,,unmatched,40.3848310675196,-80.76099198130936,-80.80585684617422,40.380066302754834,county_centroid_jitter,025098,,,Indian Creek Middle School Grades 7 & 8,Indian Creek Local,Warning (ATSI),250.0,True,normalized_name,92.5925925925926
2024-2025,39,OHIO,OH,Centerburg Elementary School,Centerburg Local,1,,OH-047829,3904782,OH-047829-005280,390478203005,3903005,207 S Preston St,,,Centerburg,OH,43011,9755.0,207 S Preston St,,,Centerburg,OH,43011,9755.0,(740)625-6488,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,centerburg,centerburg elementary school,centerburg local,43011,7406256488,207 s preston st,005280,Knox,Group 2 - Newark / East-Central,2.0,Licking,Elementary,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.37922030459679,40.42592287850691,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Centerburg High School,Centerburg Local,1,,OH-047829,3904782,OH-047829-005298,390478203006,3903006,3782 Columbus Rd,,,Centerburg,OH,43011,9475.0,3782 Columbus Rd,,,Centerburg,OH,43011,9475.0,(740)625-6055,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,centerburg,centerburg high school,centerburg local,43011,7406256055,3782 columbus rd,005298,Knox,Group 2 - Newark / East-Central,2.0,Licking,High,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.46558667096315,40.416553509137536,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Centerburg Middle School,Centerburg Local,1,,OH-047829,3904782,OH-047829-000187,390478204626,3904626,3782 Columbus Road,,,Centerburg,OH,43011,,3782 Columbus Rd,,,Centerburg,OH,43011,9475.0,(740)625-6055,http://www.treca.org/cent,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,centerburg,centerburg middle school,centerburg local,43011,7406256055,3782 columbus rd,000187,Knox,Group 2 - Newark / East-Central,2.0,Licking,Middle,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.45657766195414,40.40798494056897,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Danville Elementary School,Danville Local,1,,OH-047837,3904783,OH-047837-008078,390478303007,3903007,PO Box 30,,,Danville,OH,43014,30.0,205 Rambo St,,,Danville,OH,43014,,(740)599-6116,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,danville,danville elementary school,danville local,43014,7405996116,205 rambo st,008078,Knox,Group 2 - Newark / East-Central,2.0,Licking,Elementary,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.45501610039257,40.370267222851254,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Danville High School,Danville Local,1,,OH-047837,3904783,OH-047837-008086,390478303008,3903008,PO Box 30,,,Danville,OH,43014,30.0,10 Rambo St,,,Danville,OH,43014,,(740)599-6116,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported,danville,danville high school,danville local,43014,7405996116,10 rambo st,008086,Knox,Group 2 - Newark / East-Central,2.0,Licking,High,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.42078186615834,40.3958127683968,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Fredericktown Elementary School,Fredericktown Local,1,,OH-047852,3904785,OH-047852-012443,390478503012,3903012,111 Stadium Drive,,,Fredericktown,OH,43019,1000.0,111 Stadium Drive,,,Fredericktown,OH,43019,1000.0,(740)694-2781,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,fredericktown,fredericktown elementary school,fredericktown local,43019,7406942781,111 stadium drive,012443,Knox,Group 2 - Newark / East-Central,2.0,Licking,Elementary,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.42234342771991,40.37667362925766,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Fredericktown High School,Fredericktown Local,1,,OH-047852,3904785,OH-047852-012450,390478503013,3903013,111 Stadium Dr,,,Fredericktown,OH,43019,9801.0,111 Stadium Dr,,,Fredericktown,OH,43019,9801.0,(740)694-2726,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,fredericktown,fredericktown high school,fredericktown local,43019,7406942726,111 stadium dr,012450,Knox,Group 2 - Newark / East-Central,2.0,Licking,High,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.43567676105323,40.431688644272676,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Fredericktown Middle School,Fredericktown Local,1,,OH-047852,3904785,OH-047852-062380,390478503014,3903014,111 Stadium Dr,,,Fredericktown,OH,43019,9801.0,111 Stadium Dr,,,Fredericktown,OH,43019,9801.0,(740)694-2726,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,fredericktown,fredericktown middle school,fredericktown local,43019,7406942726,111 stadium dr,062380,Knox,Group 2 - Newark / East-Central,2.0,Licking,Middle,Regular School,True,,,unmatched,40.39873569131972,-82.42156264693912,-82.37285393823042,40.43048744307147,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Kirtland Elementary School,Kirtland Local,1,,OH-047878,3904787,OH-047878-019208,390478703016,3903016,9140 Chillicothe Rd,,,Kirtland,OH,44094,9256.0,9140 Chillicothe Rd,,,Kirtland,OH,44094,9256.0,(440)256-3344,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,kirtland,kirtland elementary school,kirtland local,44094,4402563344,9140 chillicothe rd,019208,Lake,,,,Elementary,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.26099841493574,41.67761760650296,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Kirtland High School,Kirtland Local,1,,OH-047878,3904787,OH-047878-019216,390478703017,3903017,9150 Chillicothe Rd,,,Kirtland,OH,44094,9256.0,9150 Chillicothe Rd,,,Kirtland,OH,44094,9256.0,(440)256-3366,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,kirtland,kirtland high school,kirtland local,44094,4402563366,9150 chillicothe rd,019216,Lake,,,,High,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.21042784436517,41.65751750640286,county_centroid_jitter,,,,,,,0.0,False,unmatched,
